"","GISJOIN","STATE","state_county","YEAR","Total Hispanic or Latino","Mexican","Puerto Rican","Cuban","Dominican Republic","Central American","Central American, Costa Rican","Central American, Guatemalan","Central American, Honduran","Central American, Nicaraguan","Central American, Panamian","Central American, Salvadoran","Central American, Other Central American","South American","South American, Argentinean","South American, Bolivian","South American, Chilean","South American, Colombian","South American, Ecuadorian","South American, Paraguayan","South American, Peruvian","South American, Uruguayan","South American, Venezuelan","South American, Other South American","Other Hispanic or Latino","Other Hispanic or Latino, Spaniard","Other Hispanic or Latino, Spanish","Other Hispanic or Latino, Spanish American","Other Hispanic or Latino, All other Hispanic or Latino","county"
"587","G1700310650500","Illinois","17031",2010,3049,2729,139,5,4,65,1,45,5,6,0,8,0,57,1,1,0,8,29,0,17,0,1,0,50,8,0,0,42,"Cook"
"588","G1700310660301","Illinois","17031",2010,1149,1090,23,1,0,14,0,5,5,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,17,2,0,0,15,"Cook"
"589","G1700310660302","Illinois","17031",2010,4056,3738,117,8,16,75,0,37,22,3,0,13,0,24,0,0,1,7,11,0,4,0,1,0,78,4,0,0,74,"Cook"
"590","G1700310660400","Illinois","17031",2010,5239,4897,128,16,0,69,2,32,23,1,0,11,0,46,5,0,5,4,25,0,6,1,0,0,83,9,2,0,72,"Cook"
"591","G1700310660500","Illinois","17031",2010,4397,4045,147,10,19,79,0,38,25,3,0,13,0,22,3,0,0,3,5,0,10,1,0,0,75,0,0,0,75,"Cook"
"592","G1700310660600","Illinois","17031",2010,2375,2180,106,8,0,28,0,12,1,2,0,11,2,15,0,0,5,0,9,0,1,0,0,0,38,4,1,0,33,"Cook"
"593","G1700310660700","Illinois","17031",2010,77,44,14,5,0,5,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,8,"Cook"
"594","G1700310660800","Illinois","17031",2010,1915,1678,108,2,0,64,0,11,27,12,0,14,0,16,1,0,0,1,10,1,3,0,0,0,47,0,2,0,45,"Cook"
"595","G1700310660900","Illinois","17031",2010,430,349,52,1,2,16,0,8,8,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,8,0,0,0,8,"Cook"
"596","G1700310661000","Illinois","17031",2010,424,329,48,2,1,4,0,1,0,0,0,3,0,7,0,0,0,4,0,0,1,2,0,0,33,2,14,0,17,"Cook"
"597","G1700310661100","Illinois","17031",2010,3081,2752,210,6,2,21,0,18,1,0,1,1,0,20,2,0,5,8,3,0,2,0,0,0,70,0,0,0,70,"Cook"
"598","G1700310670100","Illinois","17031",2010,32,23,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,"Cook"
"599","G1700310670200","Illinois","17031",2010,34,26,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"600","G1700310670300","Illinois","17031",2010,51,37,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,"Cook"
"601","G1700310670400","Illinois","17031",2010,130,101,20,0,0,5,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,"Cook"
"602","G1700310670500","Illinois","17031",2010,55,40,11,0,0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"603","G1700310670600","Illinois","17031",2010,35,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,"Cook"
"604","G1700310670700","Illinois","17031",2010,42,20,13,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,"Cook"
"605","G1700310670800","Illinois","17031",2010,21,6,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"606","G1700310670900","Illinois","17031",2010,19,7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,"Cook"
"607","G1700310671100","Illinois","17031",2010,22,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,"Cook"
"608","G1700310671200","Illinois","17031",2010,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"609","G1700310671300","Illinois","17031",2010,39,29,6,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"610","G1700310671400","Illinois","17031",2010,67,55,8,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Cook"
"611","G1700310671500","Illinois","17031",2010,42,29,10,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Cook"
"612","G1700310671600","Illinois","17031",2010,22,11,7,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"Cook"
"613","G1700310671800","Illinois","17031",2010,31,21,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,"Cook"
"614","G1700310671900","Illinois","17031",2010,18,4,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"615","G1700310672000","Illinois","17031",2010,85,66,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,"Cook"
"616","G1700310680500","Illinois","17031",2010,18,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,"Cook"
"617","G1700310680600","Illinois","17031",2010,17,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,"Cook"
"618","G1700310680900","Illinois","17031",2010,46,15,22,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,"Cook"
"619","G1700310681000","Illinois","17031",2010,39,30,4,1,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Cook"
"620","G1700310681100","Illinois","17031",2010,32,10,9,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,9,"Cook"
"621","G1700310681200","Illinois","17031",2010,26,18,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Cook"
"622","G1700310681300","Illinois","17031",2010,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"623","G1700310681400","Illinois","17031",2010,23,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,"Cook"
"624","G1700310690300","Illinois","17031",2010,26,17,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Cook"
"625","G1700310690400","Illinois","17031",2010,46,20,21,0,0,2,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"Cook"
"626","G1700310690500","Illinois","17031",2010,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,"Cook"
"627","G1700310690900","Illinois","17031",2010,36,10,21,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,"Cook"
"628","G1700310691000","Illinois","17031",2010,26,15,5,0,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,"Cook"
"629","G1700310691100","Illinois","17031",2010,47,28,4,11,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"630","G1700310691200","Illinois","17031",2010,12,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Cook"
"631","G1700310691300","Illinois","17031",2010,43,27,11,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,"Cook"
"632","G1700310691400","Illinois","17031",2010,35,16,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,"Cook"
"633","G1700310691500","Illinois","17031",2010,51,25,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,"Cook"
"634","G1700310700100","Illinois","17031",2010,1129,1010,67,7,0,17,2,1,0,0,1,13,0,9,0,0,0,4,2,0,3,0,0,0,19,0,0,0,19,"Cook"
"635","G1700310700200","Illinois","17031",2010,4599,4225,220,7,0,68,1,40,18,4,0,5,0,24,0,1,0,12,7,0,4,0,0,0,55,7,2,1,45,"Cook"
"636","G1700310700301","Illinois","17031",2010,3623,3255,207,1,4,46,4,21,7,1,0,13,0,40,1,0,0,20,7,0,4,3,5,0,70,7,4,0,59,"Cook"
"637","G1700310700302","Illinois","17031",2010,2481,2214,148,3,6,27,2,18,5,0,0,2,0,26,0,3,1,8,9,0,5,0,0,0,57,3,2,0,52,"Cook"
"638","G1700310700401","Illinois","17031",2010,1973,1755,92,23,1,43,4,26,3,1,1,8,0,30,0,0,0,22,4,0,4,0,0,0,29,0,2,0,27,"Cook"
"639","G1700310700402","Illinois","17031",2010,905,774,93,5,0,13,0,10,0,1,0,2,0,2,0,0,0,1,1,0,0,0,0,0,18,1,2,0,15,"Cook"
"640","G1700310700501","Illinois","17031",2010,300,183,55,15,3,12,0,4,4,1,1,2,0,2,0,0,0,2,0,0,0,0,0,0,30,1,4,0,25,"Cook"
"641","G1700310700502","Illinois","17031",2010,122,85,22,6,0,1,0,1,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,0,4,0,0,0,4,"Cook"
"642","G1700310710100","Illinois","17031",2010,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"643","G1700310710200","Illinois","17031",2010,54,28,12,3,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,7,0,0,0,7,"Cook"
"644","G1700310710300","Illinois","17031",2010,25,17,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,"Cook"
"645","G1700310710400","Illinois","17031",2010,51,26,7,0,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,12,"Cook"
"646","G1700310710500","Illinois","17031",2010,30,18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"Cook"
"647","G1700310710600","Illinois","17031",2010,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Cook"
"648","G1700310710700","Illinois","17031",2010,24,9,6,2,2,1,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,"Cook"
"649","G1700310710800","Illinois","17031",2010,55,27,19,2,2,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,"Cook"
"650","G1700310710900","Illinois","17031",2010,40,14,8,5,0,4,0,3,0,0,1,0,0,5,0,0,0,0,2,0,1,0,2,0,4,1,0,0,3,"Cook"
"651","G1700310711000","Illinois","17031",2010,26,8,4,0,0,13,0,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Cook"
"652","G1700310711100","Illinois","17031",2010,34,21,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,"Cook"
"653","G1700310711200","Illinois","17031",2010,29,5,14,0,0,9,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Cook"
"654","G1700310711300","Illinois","17031",2010,19,5,8,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"655","G1700310711400","Illinois","17031",2010,31,15,8,1,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,"Cook"
"656","G1700310711500","Illinois","17031",2010,15,12,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"657","G1700310720100","Illinois","17031",2010,148,106,19,1,7,4,0,0,1,0,0,3,0,6,3,0,0,0,3,0,0,0,0,0,5,2,0,0,3,"Cook"
"658","G1700310720200","Illinois","17031",2010,166,100,24,1,2,8,3,1,1,0,3,0,0,16,0,0,0,10,5,1,0,0,0,0,15,12,1,0,2,"Cook"
"659","G1700310720300","Illinois","17031",2010,197,132,22,2,0,10,0,4,2,1,0,3,0,19,6,0,4,6,2,0,1,0,0,0,12,7,0,0,5,"Cook"
"660","G1700310720400","Illinois","17031",2010,131,89,24,0,0,3,0,2,0,0,1,0,0,9,0,0,0,3,0,3,3,0,0,0,6,1,0,0,5,"Cook"
"661","G1700310720500","Illinois","17031",2010,101,64,12,2,0,6,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,9,1,0,6,"Cook"
"662","G1700310720600","Illinois","17031",2010,60,39,3,2,0,1,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,11,6,4,0,1,"Cook"
"663","G1700310720700","Illinois","17031",2010,112,69,18,5,4,4,0,2,0,0,2,0,0,6,2,2,0,1,0,1,0,0,0,0,6,3,0,0,3,"Cook"
"664","G1700310730100","Illinois","17031",2010,21,6,4,0,0,5,0,2,0,0,3,0,0,6,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,"Cook"
"665","G1700310730201","Illinois","17031",2010,39,19,13,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,"Cook"
"666","G1700310730202","Illinois","17031",2010,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"667","G1700310730300","Illinois","17031",2010,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"668","G1700310730400","Illinois","17031",2010,44,20,14,2,0,7,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Cook"
"669","G1700310730500","Illinois","17031",2010,57,30,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,"Cook"
"670","G1700310730600","Illinois","17031",2010,53,31,16,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,3,"Cook"
"671","G1700310730700","Illinois","17031",2010,20,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Cook"
"672","G1700310740100","Illinois","17031",2010,275,235,19,2,0,5,0,1,4,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,10,1,0,0,9,"Cook"
"673","G1700310740200","Illinois","17031",2010,513,392,60,12,0,18,0,5,0,1,11,1,0,9,0,8,0,1,0,0,0,0,0,0,22,12,5,0,5,"Cook"
"674","G1700310740300","Illinois","17031",2010,306,244,31,3,0,9,4,3,0,2,0,0,0,6,3,0,1,1,0,0,1,0,0,0,13,7,1,0,5,"Cook"
"675","G1700310740400","Illinois","17031",2010,288,228,37,3,0,2,0,1,1,0,0,0,0,13,8,0,0,0,0,0,5,0,0,0,5,2,1,0,2,"Cook"
"676","G1700310750100","Illinois","17031",2010,39,25,7,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,"Cook"
"677","G1700310750200","Illinois","17031",2010,117,68,30,1,0,5,0,4,0,0,1,0,0,9,3,0,1,3,1,0,0,1,0,0,4,1,0,0,3,"Cook"
"678","G1700310750300","Illinois","17031",2010,100,71,14,1,0,5,0,5,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,5,2,3,0,0,"Cook"
"679","G1700310750400","Illinois","17031",2010,152,110,25,3,0,2,0,0,0,1,0,1,0,3,0,0,0,3,0,0,0,0,0,0,9,6,0,0,3,"Cook"
"680","G1700310750500","Illinois","17031",2010,157,111,28,8,0,4,1,1,0,0,1,1,0,3,0,0,0,0,0,0,3,0,0,0,3,1,0,0,2,"Cook"
"681","G1700310750600","Illinois","17031",2010,54,39,10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,"Cook"
"682","G1700310760801","Illinois","17031",2010,380,155,107,14,4,33,0,24,1,1,0,3,4,45,2,2,4,12,10,0,8,0,2,5,22,7,6,0,9,"Cook"
"683","G1700310760802","Illinois","17031",2010,133,73,36,6,0,6,0,0,0,5,0,1,0,5,2,0,1,0,1,0,1,0,0,0,7,1,0,0,6,"Cook"
"684","G1700310760803","Illinois","17031",2010,680,298,190,17,13,40,0,24,10,0,1,5,0,99,3,0,0,36,30,0,26,0,4,0,23,4,5,0,14,"Cook"
"685","G1700310770201","Illinois","17031",2010,683,498,61,8,5,34,0,12,7,0,3,12,0,56,1,0,7,9,21,0,16,1,0,1,21,2,8,0,11,"Cook"
"686","G1700310770202","Illinois","17031",2010,380,238,38,7,1,20,0,6,0,3,5,2,4,44,8,0,0,12,21,0,3,0,0,0,32,10,3,0,19,"Cook"
"687","G1700310770300","Illinois","17031",2010,789,562,89,15,8,18,0,8,4,2,3,1,0,60,7,0,2,20,22,0,7,2,0,0,37,8,7,0,22,"Cook"
"688","G1700310770400","Illinois","17031",2010,840,686,57,4,2,28,0,10,3,1,0,11,3,34,6,0,5,4,8,0,9,0,2,0,29,4,0,0,25,"Cook"
"689","G1700310770500","Illinois","17031",2010,2920,2719,49,14,0,57,2,40,7,2,0,6,0,15,5,0,0,3,6,0,0,0,1,0,66,16,0,0,50,"Cook"
"690","G1700310770601","Illinois","17031",2010,412,334,31,11,4,7,0,4,1,0,0,2,0,17,0,2,0,3,9,0,3,0,0,0,8,1,1,2,4,"Cook"
"691","G1700310770602","Illinois","17031",2010,2301,2062,51,18,1,53,4,26,2,0,0,21,0,40,1,0,6,7,12,3,8,3,0,0,76,8,19,0,49,"Cook"
"692","G1700310770700","Illinois","17031",2010,513,354,88,5,5,13,0,4,8,1,0,0,0,34,2,0,0,10,17,1,3,0,1,0,14,4,1,0,9,"Cook"
"693","G1700310770800","Illinois","17031",2010,1281,882,167,34,0,66,3,38,9,3,1,12,0,87,7,1,5,30,37,0,7,0,0,0,45,1,6,0,38,"Cook"
"694","G1700310770901","Illinois","17031",2010,387,180,101,16,5,23,0,15,0,0,1,7,0,40,10,0,0,9,14,0,6,0,0,1,22,4,0,0,18,"Cook"
"695","G1700310770902","Illinois","17031",2010,203,88,50,4,1,7,0,4,2,0,0,1,0,39,1,0,2,10,18,0,8,0,0,0,14,2,2,0,10,"Cook"
"696","G1700310800100","Illinois","17031",2010,62,21,5,1,0,15,0,4,1,1,6,3,0,12,8,0,0,0,4,0,0,0,0,0,8,5,2,0,1,"Cook"
"697","G1700310800200","Illinois","17031",2010,170,72,19,10,4,17,5,1,2,3,6,0,0,39,8,4,3,11,0,0,9,4,0,0,9,4,0,0,5,"Cook"
"698","G1700310800300","Illinois","17031",2010,75,29,10,11,1,3,0,2,0,0,1,0,0,6,1,1,0,2,0,0,2,0,0,0,15,11,0,0,4,"Cook"
"699","G1700310800400","Illinois","17031",2010,76,30,6,0,2,7,0,7,0,0,0,0,0,25,10,1,7,4,1,0,2,0,0,0,6,5,0,0,1,"Cook"
"700","G1700310800500","Illinois","17031",2010,125,55,14,14,2,6,0,5,0,0,1,0,0,23,4,3,0,8,5,0,0,0,2,1,11,2,3,0,6,"Cook"
"701","G1700310800600","Illinois","17031",2010,36,9,1,8,0,2,0,0,0,1,1,0,0,12,1,3,0,2,3,0,1,0,2,0,4,0,0,0,4,"Cook"
"702","G1700310800700","Illinois","17031",2010,157,41,15,25,2,10,0,7,3,0,0,0,0,48,12,7,4,15,0,1,6,0,3,0,16,10,2,0,4,"Cook"
"703","G1700310800800","Illinois","17031",2010,72,26,2,5,0,6,0,3,2,0,0,1,0,25,4,4,2,8,2,0,4,1,0,0,8,3,5,0,0,"Cook"
"704","G1700310800900","Illinois","17031",2010,266,94,23,14,1,30,0,13,8,3,1,5,0,88,13,13,12,33,11,0,6,0,0,0,16,9,1,0,6,"Cook"
"705","G1700310801000","Illinois","17031",2010,162,57,15,15,2,8,0,7,0,0,0,1,0,45,9,8,1,11,3,0,11,1,1,0,20,4,4,0,12,"Cook"
"706","G1700310801100","Illinois","17031",2010,117,49,7,11,0,10,0,6,1,2,0,1,0,21,0,1,0,11,0,2,7,0,0,0,19,4,4,0,11,"Cook"
"707","G1700310801200","Illinois","17031",2010,47,22,9,5,0,1,0,1,0,0,0,0,0,7,0,2,1,4,0,0,0,0,0,0,3,3,0,0,0,"Cook"
"708","G1700310801300","Illinois","17031",2010,152,38,10,25,0,7,1,3,0,0,0,3,0,42,7,0,0,20,2,0,8,0,0,5,30,17,10,0,3,"Cook"
"709","G1700310801400","Illinois","17031",2010,103,37,11,13,0,3,0,1,2,0,0,0,0,34,0,2,0,15,5,0,5,0,3,4,5,2,1,0,2,"Cook"
"710","G1700310801500","Illinois","17031",2010,185,81,20,22,0,11,1,2,1,0,2,5,0,44,9,5,1,4,10,0,11,0,4,0,7,5,0,0,2,"Cook"
"711","G1700310801601","Illinois","17031",2010,123,71,7,17,0,0,0,0,0,0,0,0,0,17,13,0,0,1,3,0,0,0,0,0,11,2,3,0,6,"Cook"
"712","G1700310801603","Illinois","17031",2010,330,260,21,1,2,4,0,4,0,0,0,0,0,10,0,0,3,5,2,0,0,0,0,0,32,5,4,2,21,"Cook"
"713","G1700310801605","Illinois","17031",2010,112,44,7,16,1,8,0,3,2,3,0,0,0,21,12,0,0,3,2,1,2,1,0,0,15,5,8,0,2,"Cook"
"714","G1700310801606","Illinois","17031",2010,130,40,15,16,0,3,0,0,0,0,0,3,0,41,1,1,0,30,9,0,0,0,0,0,15,4,0,0,11,"Cook"
"715","G1700310801607","Illinois","17031",2010,201,104,27,23,1,7,0,1,0,3,0,3,0,36,2,0,1,19,4,0,9,0,0,1,3,3,0,0,0,"Cook"
"716","G1700310801608","Illinois","17031",2010,150,58,24,24,0,9,0,7,1,0,0,1,0,23,2,0,0,11,4,0,5,1,0,0,12,6,0,0,6,"Cook"
"717","G1700310801701","Illinois","17031",2010,104,46,15,7,2,12,0,7,0,0,0,5,0,10,0,1,1,1,1,1,3,0,2,0,12,5,0,0,7,"Cook"
"718","G1700310801702","Illinois","17031",2010,113,45,12,4,1,6,0,3,3,0,0,0,0,24,3,4,0,7,1,0,5,0,4,0,21,4,8,2,7,"Cook"
"719","G1700310801800","Illinois","17031",2010,163,74,12,24,2,10,1,0,2,7,0,0,0,33,1,1,4,17,6,0,2,0,2,0,8,3,2,0,3,"Cook"
"720","G1700310801901","Illinois","17031",2010,649,513,42,6,0,25,1,11,3,1,0,9,0,23,1,5,3,11,0,0,3,0,0,0,40,8,2,0,30,"Cook"
"721","G1700310801902","Illinois","17031",2010,116,55,9,9,2,2,0,1,0,0,0,1,0,27,0,2,3,18,0,1,3,0,0,0,12,5,0,0,7,"Cook"
"722","G1700310802002","Illinois","17031",2010,260,140,24,14,0,17,0,12,1,1,0,3,0,44,10,0,0,12,5,0,10,4,0,3,21,7,1,0,13,"Cook"
"723","G1700310802003","Illinois","17031",2010,455,402,10,12,0,12,1,5,0,0,0,6,0,14,3,2,0,6,2,1,0,0,0,0,5,0,0,0,5,"Cook"
"724","G1700310802004","Illinois","17031",2010,1002,801,47,2,2,53,1,20,4,0,0,24,4,53,2,1,2,31,6,0,8,3,0,0,44,3,2,0,39,"Cook"
"725","G1700310802100","Illinois","17031",2010,107,52,6,7,0,11,0,11,0,0,0,0,0,19,1,2,2,5,1,1,7,0,0,0,12,8,1,0,3,"Cook"
"726","G1700310802200","Illinois","17031",2010,149,61,16,18,5,4,0,0,3,1,0,0,0,35,11,3,4,9,4,0,2,1,1,0,10,5,3,0,2,"Cook"
"727","G1700310802300","Illinois","17031",2010,238,105,37,14,2,6,0,2,0,4,0,0,0,68,5,6,1,36,15,0,0,0,5,0,6,2,0,0,4,"Cook"
"728","G1700310802402","Illinois","17031",2010,1527,1334,29,9,1,73,0,27,7,1,1,37,0,36,13,1,0,6,9,1,6,0,0,0,45,4,0,0,41,"Cook"
"729","G1700310802403","Illinois","17031",2010,55,43,2,2,0,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,5,1,1,0,3,"Cook"
"730","G1700310802404","Illinois","17031",2010,2578,2298,57,12,1,77,0,36,5,0,1,35,0,69,10,1,2,17,12,1,17,0,9,0,64,9,4,0,51,"Cook"
"731","G1700310802503","Illinois","17031",2010,824,687,37,6,2,32,1,10,7,0,0,14,0,42,6,2,0,17,11,0,1,0,5,0,18,2,1,0,15,"Cook"
"732","G1700310802504","Illinois","17031",2010,2702,2485,34,12,2,61,0,17,8,0,0,36,0,42,16,0,2,5,9,0,5,0,5,0,66,3,6,0,57,"Cook"
"733","G1700310802505","Illinois","17031",2010,3468,3230,53,4,12,70,0,12,11,0,6,41,0,37,7,0,0,10,16,0,2,0,2,0,62,11,9,2,40,"Cook"
"734","G1700310802506","Illinois","17031",2010,1284,1159,17,4,0,37,0,15,1,1,0,20,0,35,1,0,1,8,20,0,5,0,0,0,32,9,0,0,23,"Cook"
"735","G1700310802605","Illinois","17031",2010,368,225,27,24,3,23,3,14,1,1,0,4,0,42,1,3,3,10,5,0,17,0,3,0,24,6,0,0,18,"Cook"
"736","G1700310802607","Illinois","17031",2010,74,58,4,6,2,1,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"737","G1700310802608","Illinois","17031",2010,250,144,32,5,2,7,0,4,1,0,0,2,0,43,0,0,0,21,6,0,8,0,5,3,17,5,2,0,10,"Cook"
"738","G1700310802609","Illinois","17031",2010,2913,2672,25,6,6,79,3,14,7,2,0,53,0,35,2,0,0,11,19,0,2,0,0,1,90,5,3,0,82,"Cook"
"739","G1700310802610","Illinois","17031",2010,101,79,10,2,0,2,0,0,0,0,1,1,0,8,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,"Cook"
"740","G1700310802701","Illinois","17031",2010,1637,1477,27,22,1,43,3,17,2,2,0,19,0,35,7,0,0,6,10,0,8,0,0,4,32,4,0,0,28,"Cook"
"741","G1700310802702","Illinois","17031",2010,196,133,18,8,0,10,0,6,4,0,0,0,0,19,2,5,0,2,4,0,5,0,1,0,8,3,0,0,5,"Cook"
"742","G1700310802801","Illinois","17031",2010,421,348,15,7,2,9,0,6,1,0,0,2,0,23,2,0,0,8,9,0,4,0,0,0,17,1,0,0,16,"Cook"
"743","G1700310802802","Illinois","17031",2010,447,291,34,5,1,39,1,8,1,0,6,23,0,49,5,0,5,9,18,0,6,0,6,0,28,7,11,0,10,"Cook"
"744","G1700310802900","Illinois","17031",2010,218,133,21,12,0,16,0,4,7,3,1,1,0,21,0,0,5,10,4,0,2,0,0,0,15,11,2,0,2,"Cook"
"745","G1700310803005","Illinois","17031",2010,106,75,7,2,1,2,1,0,0,1,0,0,0,11,3,1,0,2,0,0,5,0,0,0,8,0,2,0,6,"Cook"
"746","G1700310803007","Illinois","17031",2010,225,154,16,9,2,9,0,6,0,0,0,3,0,31,3,0,1,15,2,1,5,3,1,0,4,2,1,0,1,"Cook"
